DOY,StationCode,mean_tec
242.0,MANI,37.11342289099975
242.0,ROPA,29.13103656610585
242.0,TRIV,62.61180722407786
243.0,BOMB,56.86600080892614
243.0,IITK,31.073371234189175
243.0,MANI,36.77248953433289
243.0,ROPA,28.304390890543228
243.0,TRIV,77.47955543333735
244.0,BOMB,50.5384492021164
244.0,IITK,33.91023933159108
244.0,MANI,36.330287617287325
244.0,ROPA,25.710814787822738
244.0,TRIV,77.84961508974948
245.0,BOMB,42.39763935598875
245.0,IITK,31.501798705646785
245.0,MANI,31.57832728602264
245.0,ROPA,22.52358034447735
245.0,TRIV,66.52334195429144
246.0,BOMB,61.88512522268307
246.0,IITK,34.54659246165556
246.0,MANI,37.85548241049303
246.0,ROPA,34.52408809525343
246.0,TRIV,65.87242195955203
247.0,BOMB,41.637634590392715
247.0,IITK,41.725557988400226
247.0,MANI,39.94667123531329
247.0,ROPA,28.855339173923543
247.0,TRIV,65.14709177928852
248.0,BOMB,50.10941368572576
248.0,IITK,43.183897564199796
248.0,MANI,40.393718375841885
248.0,ROPA,39.81095283002236
248.0,TRIV,58.18545917797477
249.0,BOMB,56.13777575999285
249.0,IITK,42.09546680007992
249.0,MANI,39.734976515604444
249.0,ROPA,42.87906090658215
249.0,TRIV,52.75199166543905
250.0,BOMB,54.90305155268623
250.0,IITK,38.8399351532209
250.0,MANI,40.020186211197775
250.0,ROPA,38.6894341720637
250.0,TRIV,58.16344133139483
251.0,BOMB,55.88538186149238
251.0,IITK,53.03927126319926
251.0,MANI,48.222784972086885
251.0,ROPA,61.93612207285742
251.0,TRIV,41.56861747283278
252.0,BOMB,50.93689574505101
252.0,IITK,45.970685641974995
252.0,MANI,42.87906270060709
252.0,ROPA,50.89390507822856
252.0,TRIV,45.57101060229259
253.0,BOMB,46.16283274146371
253.0,IITK,39.14022096041047
253.0,MANI,38.25399522230133
253.0,ROPA,35.83690994454819
253.0,TRIV,59.67578779820072
254.0,BOMB,46.00505776530497
254.0,IITK,52.04894891240208
254.0,MANI,47.72100968413174
254.0,ROPA,45.95009752781671
254.0,TRIV,37.96169938163282
255.0,BOMB,42.03113005376735
255.0,IITK,44.40565475715675
255.0,MANI,40.655082223792405
255.0,ROPA,40.363610067299405
255.0,TRIV,49.11040414503465
256.0,BOMB,40.941260721804646
256.0,IITK,40.86807590228512
256.0,MANI,37.312394519283934
256.0,ROPA,37.4791124912171
256.0,TRIV,50.02074472775284
257.0,BOMB,49.621418057028386
257.0,IITK,35.501365532251015
257.0,MANI,37.17434195453136
257.0,ROPA,37.91360898648159
257.0,TRIV,48.74360999993779
258.0,BOMB,37.80638110423973
258.0,IITK,42.79167065457924
258.0,MANI,40.36531674754636
258.0,ROPA,35.84118184540018
258.0,TRIV,50.28645677499535
259.0,BOMB,38.98338747307404
259.0,IITK,41.75674079158467
259.0,MANI,40.2764158681723
259.0,ROPA,36.60044518714891
259.0,TRIV,48.36103263333908
260.0,BOMB,38.236748814215986
260.0,IITK,33.09001250459739
260.0,MANI,32.805066294078024
260.0,ROPA,32.737238488470815
260.0,TRIV,42.31809450843659
261.0,BOMB,37.07741992502782
261.0,IITK,36.29501154822271
261.0,MANI,35.33612892511975
261.0,ROPA,34.93399030776001
261.0,TRIV,40.56261742340306
262.0,BOMB,53.91192750294895
262.0,IITK,64.81238235550033
262.0,MANI,59.81857818687674
262.0,ROPA,51.09155652778702
262.0,TRIV,49.02803718005482
263.0,BOMB,48.22314640429293
263.0,IITK,50.070500546642045
263.0,MANI,48.87024626854407
263.0,ROPA,39.21418107570032
263.0,TRIV,68.33059076058586
264.0,BOMB,89.24716141513254
264.0,IITK,85.02094386386332
264.0,MANI,78.33188188005757
264.0,ROPA,84.05397350685342
264.0,TRIV,87.52186987697156
265.0,BOMB,56.62567809062097
265.0,IITK,44.963208906935556
265.0,MANI,43.251465418964955
265.0,ROPA,25.52920225173789
265.0,TRIV,91.15897492705139
266.0,BOMB,62.2043248442689
266.0,IITK,53.41045126224745
266.0,MANI,51.533710392626276
