DOY,Station,mean_dN,mean_dE,mean_dH
242,MANI,-0.0037326985,0.0099345353,-0.0072644469
242,ROPA,-0.00035785846,-0.0045504817,9.3783878e-05
242,TRIV,0.00015255735,-0.018187787,0.02787718
243,BOMB,0.0061691906,0.0045228321,0.00078066613
243,IITK,0.0,0.0,0.0
243,MANI,0.00093655795,0.0090470258,0.0059467861
243,ROPA,-0.0049716108,-0.016377781,0.013023105
243,TRIV,0.00086872844,-0.0065361476,0.020634249
244,BOMB,0.0083353212,0.017005058,0.0071897074
244,IITK,0.0,0.0,0.0
244,MANI,-0.0018021103,0.016639121,0.013534966
244,ROPA,-0.0020775672,-0.012703484,0.0097927395
244,TRIV,-0.018499499,-0.0190244,-0.0089007448
245,BOMB,0.001867994,0.018965924,-0.0033580898
245,IITK,0.0,0.0,0.0
245,MANI,-0.0030262517,0.01022198,0.0067719719
245,ROPA,-0.0070715481,-0.023166688,-0.00091100245
245,TRIV,-0.0051879273,-0.036142677,0.036676999
246,BOMB,0.0030430174,0.019504989,0.014356302
246,IITK,0.0,0.0,0.0
246,MANI,-0.0020992898,0.021474123,-0.0029294302
246,ROPA,-0.0041680979,-0.010455795,0.00041027518
246,TRIV,-0.0075969421,-0.0078967363,-0.010659621
247,BOMB,0.0068776179,0.03046022,0.02188943
247,IITK,0.0,0.0,0.0
247,MANI,-0.0038346241,0.02005915,0.00029398871
247,ROPA,-0.0087716095,-0.0095055168,0.035714872
247,TRIV,-0.015573794,-0.0082530864,-0.030586354
248,BOMB,-0.0044581569,0.0033424196,-0.00013219124
248,IITK,0.0,0.0,0.0
248,MANI,-0.0067291535,0.017589591,-0.014954873
248,ROPA,-0.012215807,0.0032715832,0.02387207
248,TRIV,-0.023472141,-0.042820957,-0.020224631
249,BOMB,-0.00035717667,0.016065923,0.021134928
249,IITK,0.0,0.0,0.0
249,MANI,-0.0036010602,0.016844207,7.5384938e-05
249,ROPA,-0.0054926523,-0.0055430322,0.017769784
249,TRIV,-0.0094188815,-0.025777955,-0.031706478
250,BOMB,-0.00091696379,0.01385569,-0.011045488
250,IITK,0.0,0.0,0.0
250,MANI,-0.0038561837,0.017126892,-0.0105626
250,ROPA,-0.0046789804,-0.0077363895,0.0087486431
250,TRIV,-0.0076351166,-0.029821606,0.0076312143
251,BOMB,-0.0039603836,0.017632898,0.019317817
251,IITK,0.0,0.0,0.0
251,MANI,-0.010058277,0.017929507,0.010670567
251,ROPA,-0.0095535833,-0.0034804917,0.0083851302
251,TRIV,-0.00913468,-0.012371695,0.012785926
252,BOMB,-0.0076430147,0.0013899278,-0.023814905
252,IITK,0.0,0.0,0.0
252,MANI,-0.0082088253,0.015488653,-0.0033397747
252,ROPA,-0.0066569601,-0.0089017684,-0.0040744115
252,TRIV,-0.012384714,-0.034565426,0.045665361
253,BOMB,0.0026448607,0.01508412,-0.00284204
253,IITK,0.0,0.0,0.0
253,MANI,-0.0032687751,0.016963467,-0.01058764
253,ROPA,-0.0029205403,0.0019820547,0.015528888
253,TRIV,-0.006644309,-0.015026788,0.023754084
254,BOMB,1.2376388e-05,0.014028627,-0.00048627742
254,IITK,0.0,0.0,0.0
254,MANI,-0.0036796841,0.030284783,-0.00046144924
254,ROPA,0.0050659105,-0.014249934,0.0042553269
255,BOMB,-0.0022749549,0.023060445,-0.036051232
255,IITK,0.0,0.0,0.0
255,MANI,-0.0041492707,0.0040832791,-0.013135748
255,ROPA,-0.0049809008,-0.0096970554,-0.0047970074
255,TRIV,-0.019506438,-0.010193909,-0.026960727
256,BOMB,0.00031766109,0.005252542,-0.0082544023
256,IITK,0.0,0.0,0.0
256,MANI,0.00046063887,0.016257787,0.0011767277
256,ROPA,-0.0063673547,-0.0040053609,0.01019096
256,TRIV,-0.0060079219,-0.018310351,-0.016627377
257,BOMB,5.7108937e-05,0.0017259427,-0.0030249709
257,IITK,0.0,0.0,0.0
257,MANI,-0.0012161825,0.015557697,-0.016316492
257,ROPA,0.0016935207,-0.01318568,-0.072210327
257,TRIV,0.043470215,-0.052031212,0.1929435
258,BOMB,0.017126057,0.033012774,0.10058933
258,IITK,0.0,0.0,0.0
258,MANI,-0.0054119243,0.020710802,-0.018363653
258,ROPA,-0.010545415,0.0045788907,-0.15200388
258,TRIV,0.054786541,-0.013431433,0.29683489
259,BOMB,0.010274823,0.019302018,0.045422345
259,IITK,0.0,0.0,0.0
259,MANI,-0.00040395302,0.019150969,0.040068585
259,ROPA,-0.006146891,-0.016210323,-0.072948389
259,TRIV,0.01729919,-0.02607017,0.10348223
260,BOMB,0.00077642273,0.015098281,-0.038134165
260,IITK,0.0,0.0,0.0
260,MANI,-0.0021346812,0.0088019334,0.0023852559
260,ROPA,-0.0057770107,-0.0086281579,0.0099653583
260,TRIV,-0.049562756,-0.030023824,-0.066200405
261,BOMB,0.0051533896,0.019293819,0.0049489811
261,IITK,0.0,0.0,0.0
261,MANI,-0.0039064214,0.017925614,0.016464936
261,ROPA,-0.0074815024,-0.0065681068,0.02567026
261,TRIV,0.00050743372,-0.033380106,-0.045210782
262,BOMB,0.008739721,0.030587206,0.0031027466
262,IITK,0.0,0.0,0.0
262,MANI,0.0069606015,0.027043762,-0.0065344865
262,ROPA,-0.0052456297,-0.00020873483,-0.079218231
262,TRIV,0.029930955,-0.052709814,0.029499086
263,BOMB,0.0063298023,0.034013648,-0.0037351097
263,IITK,0.0,0.0,0.0
263,MANI,0.0019857166,0.020566586,0.0034589365
263,ROPA,0.0017585987,-0.0013506024,0.020683825
263,TRIV,-0.013798196,-0.02659633,0.011182718
264,BOMB,-0.0034792104,0.0031437867,-0.0041588903
264,IITK,0.0,0.0,0.0
264,MANI,-0.00079136854,0.0044506234,0.01290123
264,ROPA,-0.004167642,-0.001804999,0.016300851
264,TRIV,-0.013071572,-0.022419708,-0.011839163
265,BOMB,0.0036638663,0.011010692,-0.0017371954
265,IITK,0.0,0.0,0.0
265,MANI,7.3817646e-05,0.010730486,-0.0069172909
265,ROPA,-0.0041213622,-0.005261845,0.0012234738
265,TRIV,-0.0059260437,-0.026995221,-0.01237511
266,BOMB,0.010488522,0.022072187,0.0372173
266,IITK,0.0,0.0,0.0
266,MANI,0.0027557171,0.017894711,0.015328858
266,ROPA,0.00054387283,-0.0063307052,0.015798911
266,TRIV,-0.0010526327,-0.022666903,0.020285111
267,BOMB,-0.0013161048,0.015671505,0.038106486
267,DHAN,-0.035178464,0.0054706987,0.066410109
267,IITK,0.0,0.0,0.0
267,MANI,-0.00057954015,0.01374313,0.0073866183
267,ROPA,-0.0031104013,-0.015885979,0.0074192379
267,TRIV,-0.013984121,-0.029999122,0.0066689039
268,BOMB,0.0042623752,0.023090426,0.031603672
268,DHAN,-0.04353803,0.027406417,0.067641258
268,IITK,0.0,0.0,0.0
268,MANI,0.00076626526,0.01711834,0.014011059
268,ROPA,-0.0076456033,-0.010689601,0.014425201
268,TRIV,-0.0027529213,-0.023748992,0.037004378
269,BOMB,-0.00040060366,0.0047501554,-0.00065693696
269,DHAN,-0.042905774,0.022629604,0.055428345
269,IITK,0.0,0.0,0.0
269,MANI,0.00143244,0.0099363709,-0.0087776305
269,ROPA,-0.0009744509,-0.013969074,-0.0062843785
269,TRIV,-0.017852699,-0.018970463,-0.047726084
270,BOMB,-0.0041766758,0.016949784,0.0085985661
270,DHAN,-0.045850132,0.027391326,0.043566406
270,IITK,0.0,0.0,0.0
270,MANI,-0.0031521402,0.014516379,-0.013168012
270,ROPA,-0.0035288245,-0.012799842,-0.0077040521
270,TRIV,-0.014766419,0.00111175,-0.0046435408
271,BOMB,-0.0053886259,0.019419855,0.025065368
271,DHAN,-0.046659268,0.018373467,0.043755148
271,IITK,0.0,0.0,0.0
271,MANI,-0.0014900162,0.016254418,-0.0022681968
271,ROPA,-0.0010645891,-0.0049463701,-0.0098375743
271,TRIV,-0.015249933,-0.015687604,-0.0073412564
272,BOMB,-0.002144878,0.015394615,0.00042861523
272,DHAN,-0.044566326,0.023052514,0.054911222
272,IITK,0.0,0.0,0.0
272,MANI,-0.0001095311,0.019306364,0.0068431422
272,ROPA,-0.0031647878,-0.0042565526,0.002140346
272,TRIV,-0.0077568009,-0.026172183,0.01080819
273,BOMB,0.0016564011,0.021902416,0.031626925
273,DHAN,-0.047410663,0.023555582,0.041627139
273,IITK,0.0,0.0,0.0
273,MANI,-0.001774144,0.020122968,0.00065702561
273,ROPA,-0.0079847481,0.00034405806,0.0021845577
273,TRIV,-0.019352186,-0.011927538,-0.0062631732
274,BOMB,-0.0049734162,-0.012137977,0.0029585513
274,DHAN,-0.043858305,0.0064498498,0.068226188
274,IITK,0.0,0.0,0.0
274,MANI,-0.0021742138,0.0044386946,0.0058236597
274,ROPA,-0.0099806944,-0.0070175324,0.016946282
274,TRIV,-0.0116889,-0.042888094,0.00079143833
275,BOMB,0.0079772845,0.025730966,0.026808409
275,DHAN,-0.039919596,0.019976215,0.063116334
275,IITK,0.0,0.0,0.0
275,MANI,0.0037243341,0.018561114,0.011918809
275,ROPA,-0.0026403698,-0.0063688471,0.014963312
275,TRIV,0.011772903,-0.010271386,0.018980872
276,BOMB,0.003817545,0.018073663,0.011161027
276,DHAN,-0.042562176,0.0077818143,0.072678775
276,IITK,0.0,0.0,0.0
276,MANI,-0.0010077727,0.017412499,0.0077081425
276,ROPA,-0.003746504,-0.0028548008,0.023941439
276,TRIV,-0.0088817719,-0.0099381777,0.033454213
277,BOMB,0.0011842101,0.028960077,0.03518841
277,DHAN,-0.043862022,0.016518934,0.083919756
277,IITK,0.0,0.0,0.0
277,MANI,-0.0033466858,0.0068252156,0.006686111
277,ROPA,-0.0055539627,-0.0012593541,0.041613881
277,TRIV,6.8809437e-05,-0.013116389,0.026466353
278,BOMB,0.01173507,0.015531301,0.01181264
278,DHAN,-0.040081486,0.017075201,0.079211414
278,IITK,0.0,0.0,0.0
278,MANI,0.0054382239,0.014032399,-0.0024516869
278,ROPA,-0.003212176,-0.0083425045,0.013832146
278,TRIV,-0.008545395,-0.031194756,0.0079856925
279,BOMB,0.0091886986,0.010202178,0.0010151691
279,DHAN,-0.038225647,0.016972778,0.06399966
279,IITK,0.0,0.0,0.0
279,MANI,-0.00039285203,0.010700605,-0.020798558
279,ROPA,0.0047296286,-0.0091254106,-0.00080460182
279,TRIV,-0.0043235761,-0.018304078,0.0019470803
280,BOMB,0.0021739814,0.013687838,0.0022092171
280,DHAN,-0.0427121,0.029377175,0.059014205
280,IITK,0.0,0.0,0.0
280,MANI,-0.0015382208,0.017698718,-0.012517674
280,ROPA,-0.0034163552,-0.0026663472,0.0037964426
280,TRIV,-0.0069384142,-0.0085282801,0.030191865
281,BOMB,0.0037411039,0.0069924262,0.013647994
281,DHAN,-0.042769805,0.017567035,0.067280106
281,IITK,0.0,0.0,0.0
281,MANI,0.0033053597,0.008395575,-0.0011428257
281,ROPA,-0.0055644321,-0.013309336,0.011534549
281,TRIV,-0.00054982811,0.0026704438,0.032296296
282,BOMB,-0.00078437343,0.022929175,0.015707064
282,DHAN,-0.048120875,0.01792815,0.077129416
282,IITK,0.0,0.0,0.0
282,MANI,-0.0025674195,0.022105064,0.011043593
282,ROPA,-0.010858591,0.0037809429,0.025409551
282,TRIV,-0.0083749341,-0.00030077648,0.010854869
283,BOMB,0.0040410343,0.023871599,0.032688625
283,DHAN,-0.04677004,0.023561377,0.074002802
283,IITK,0.0,0.0,0.0
283,MANI,-0.0044765431,0.016478593,0.011906028
283,ROPA,-0.010892059,-0.012641937,0.013673419
283,TRIV,-0.01323818,-0.013770998,0.03404244
284,BOMB,0.0014398155,0.0081452522,0.024404762
284,DHAN,-0.041926593,0.02277443,0.068389602
284,IITK,0.0,0.0,0.0
284,MANI,-0.0014904247,0.01592488,0.0011775246
284,ROPA,-0.0083405254,-0.00090733421,0.011901909
284,TRIV,-0.0089677162,-0.01720269,0.0034389852
285,BOMB,0.0026236726,0.011984644,0.040663164
285,DHAN,-0.039988935,0.02054897,0.056033216
285,IITK,0.0,0.0,0.0
285,MANI,-0.0046517169,0.015045264,0.014951341
285,ROPA,-0.0029140182,-0.0079801362,0.015842533
285,TRIV,-0.0025848434,-0.014241899,0.020263199
286,BOMB,0.0041059894,0.023012627,0.017001214
286,DHAN,-0.046262842,0.016505446,0.054299716
286,IITK,0.0,0.0,0.0
286,MANI,-0.0010730247,0.020210542,0.018349592
286,ROPA,-0.0080242511,-0.0037736332,0.011968121
286,TRIV,-0.0094035426,-0.0093182651,0.015942046
287,BOMB,-0.006255331,0.011238871,0.026488723
287,DHAN,-0.04389888,0.0075493883,0.050252598
287,IITK,0.0,0.0,0.0
287,MANI,-0.0047343457,0.015334234,0.027100544
287,ROPA,-0.0047697322,-0.0072519197,-0.017895546
287,TRIV,-0.010476595,-0.025796197,-0.0040892847
288,BOMB,0.004388548,0.013738737,0.01190932
288,DHAN,-0.042446718,0.017356182,0.066279002
288,IITK,0.0,0.0,0.0
288,MANI,-6.683523e-05,0.015724137,0.0099360794
288,ROPA,-0.0069368649,0.0023076045,0.023029327
288,TRIV,-0.01763146,-0.030895922,-0.030539004
